MAKESPAN,OCC,WL
59.927,103.81385699999996,2571.5346
48.7959,92.271771,1593.0292
60.8732,104.02764299999998,1835.4854
55.5242,96.82930799999997,1719.7736
55.1882,96.42581999999999,1824.6216
56.4058,101.860425,1750.933
53.7767,101.04740999999999,1483.8913
61.1311,102.97395900000001,2350.0026
59.4475,105.43249799999998,2384.3041
55.385,99.285741,1527.5674
56.5514,98.40624299999998,1939.3968
62.8586,106.806591,2486.6293
60.4387,103.712409,2454.0861
64.0581,108.52442099999998,2347.0724
54.595,94.77300599999998,1811.5539
52.9282,100.25362799999999,1589.2476
64.033,103.667346,2088.054
62.4825,104.81837399999996,2320.7813
58.4417,100.001241,1994.5475
57.8044,100.94715,2181.3565
61.2176,102.763449,2018.3649
52.4334,97.96539599999997,1530.2036
63.7185,102.77088299999997,2160.9265
63.5238,109.12668299999999,1893.1237
56.3135,102.18138299999997,2042.2309
51.5366,91.24057799999999,1549.5377
52.6979,94.84210799999998,1789.6127
51.7838,95.41334699999999,1748.731
58.4016,105.99479099999999,2023.411
59.1721,105.63532199999997,1745.1693
58.5325,103.25273399999999,2398.7185
53.6451,97.34091299999997,1577.3186
57.0217,99.57900599999999,1890.1167
50.4949,93.305151,1998.0974
51.5051,98.486595,1610.6209
60.537,105.43132800000001,2148.0264
59.1753,102.64849199999998,2145.4179
53.914,95.52122999999999,1863.4675
60.4016,103.43666699999997,1591.5528
53.3288,98.71010100000001,1738.0696
59.5601,102.69875699999994,1880.2598
59.359,103.49495099999999,1736.5521
55.3487,97.70426999999998,1617.6929
53.5897,95.55838199999997,1670.7824
53.411,97.49350799999996,1476.506
58.9945,96.26707799999998,2107.6798
54.7998,96.37952399999998,1872.0321
56.0003,98.84750400000001,1930.192
59.5317,100.77488099999998,1719.0604
50.1288,94.96574999999996,1801.6805
50.7089,91.83765600000001,1497.3012
57.4701,100.51570800000002,1556.7213
49.0247,92.23209900000002,1685.4734
56.1232,101.78792999999999,1811.9016
55.6344,98.13474,2068.9996
52.9176,97.05001499999999,1613.9309
68.4604,113.11359300000001,2342.416
55.6592,100.44919799999997,2305.847
58.0513,100.26442799999998,2108.9222
58.4678,100.85530499999996,2059.9013
53.8559,96.08227200000002,1905.5995
56.1171,99.37730700000002,1595.5849
49.5272,91.80655199999998,1753.0459
47.8745,94.95102599999998,1496.2954
51.3094,95.015466,2291.5009
52.3821,94.89177,1637.7427
58.2385,105.66639899999997,2015.5514
53.1365,99.35318699999996,1869.8112
50.6552,97.25164199999998,1659.433
52.12,93.66970499999998,1968.134
55.7666,98.19126899999998,1923.5321
57.7483,101.098917,1966.3964
58.0123,101.77675199999996,1788.1564
56.7045,100.478151,2057.4595
50.6682,89.88197399999999,1677.8497
59.5909,102.45034799999998,1807.8701
54.336,98.47828799999999,1909.2372
60.9571,101.53083599999997,2497.5174
48.6818,92.28037499999996,1598.8498
52.9881,97.29579599999998,1655.4422
52.2666,90.83420999999998,1298.2748
49.1329,92.82795300000001,1678.198
54.6487,97.02785699999998,1734.6208
52.8496,92.161296,1500.6319
57.181,103.30638299999997,1971.659
57.512,103.56920999999997,1974.6317
54.7376,96.73874999999998,1791.8065
53.7793,96.595641,2061.3545
53.1206,97.12619999999997,1819.7979
52.1586,94.46884199999994,1593.58
56.4741,99.34463699999998,1961.274
58.9538,100.680426,2162.1292
58.1546,98.80179299999996,1827.3788
55.4058,96.71213700000001,1762.7556
60.3364,104.75936099999998,2135.6321
54.0384,94.97547,1746.4693
60.6586,100.36097999999996,2361.4446
57.0293,95.83967699999997,1920.6675
57.1627,100.02966299999997,1887.1305
54.7954,96.57328499999998,1809.3377
50.6888,92.26433700000001,1570.2157
55.4581,98.76938399999997,1822.2241
53.5747,96.360633,1933.4866
54.4718,97.93233900000001,2032.4418
51.9201,97.35624899999998,1570.8393
56.5933,102.33746099999996,1863.6455
56.6518,101.281302,1857.2441
48.1382,92.13036299999999,1618.1628
54.7656,98.63229599999997,1704.621
51.8736,94.22173799999999,1510.8601
47.138,94.13678699999997,1553.1129
50.0571,91.43798399999997,1451.4569
60.3496,99.71902799999998,1932.3706
52.0757,99.031239,1681.4026
55.5439,95.530788,1682.1833
56.6915,105.97987800000001,1930.5585
61.8679,103.00916699999996,2155.4629
58.7252,103.75988399999997,2125.4462
57.6625,99.35609399999998,1953.3554
55.4504,96.155226,1983.8971
54.1021,96.27768900000001,1752.9236
60.3187,101.534211,2194.5903
54.0121,100.31335199999998,1842.1899
47.5511,92.25523799999996,1496.7767
48.4043,89.03905199999998,1576.65
55.7568,99.94346999999998,2055.8092
60.7867,103.86903599999997,2538.6495
63.859,102.79114199999998,2443.6139
59.4137,100.82598299999998,2033.3547
48.3414,89.731854,1630.617
57.5845,99.47284199999996,1628.3662
53.4085,97.33039199999996,1636.8302
49.2063,94.23618300000001,1466.4992
55.744,92.669814,1698.7944
