MAKESPAN,OCC,WL
41.8125,87.34419,773.3479
44.9416,92.44368899999998,695.8013
49.1206,91.526715,981.839
41.7786,85.855923,634.0992
48.4226,88.746993,716.5258
50.9394,92.29264199999997,919.6459
50.1783,90.83847599999999,1001.3022
42.4168,85.11372899999998,679.9735
40.2273,84.78027,538.8098
42.6378,87.26683499999999,503.2997
44.7377,89.71329599999996,730.9877
43.0966,87.71166900000003,577.3916
40.8535,83.26555200000001,671.6928
38.3582,78.20017199999998,439.7534
43.352,87.80536799999996,843.1766
47.0546,86.84778599999997,855.9278
40.4203,84.769128,620.4676
42.6692,84.94544699999999,742.209
39.2441,80.22762899999998,617.8307
37.9978,79.81997399999996,546.5736
40.1134,80.885583,387.6035
49.1418,88.73145,752.8732
41.4404,84.199086,784.3467
46.719,90.12918599999998,700.8361
43.183,86.512464,681.7105
42.3487,85.78605599999997,499.3884
38.1505,81.466677,497.1479
43.6388,86.06651399999998,789.053
41.4008,88.78085099999998,698.0121
45.3385,86.255127,1044.4985
40.4081,82.83520800000002,667.4391
48.1092,89.34580799999998,797.6971
39.2123,80.95814100000001,578.5263
36.5485,78.29350199999999,383.5853
41.9433,84.93770699999999,587.3883
38.0935,82.66050899999996,615.8593
38.3905,80.70508799999999,456.0591
37.9656,81.60523199999994,440.8506
41.6472,87.75780299999995,517.3814
48.3838,92.210139,764.7381
39.5501,83.83472099999999,668.6587
46.5577,86.75535599999995,750.9734
42.7851,81.52722899999998,693.5155
42.1654,83.46429899999997,739.5479
39.9949,83.33901899999998,518.441
37.2697,79.62525,479.3263
39.4868,82.741842,376.005
44.5951,85.22667000000001,638.9359
43.4324,86.236344,690.2233
43.3286,85.989753,996.7761
39.9772,87.00364800000003,702.7592
44.4282,89.09584199999999,741.3173
49.0235,89.64760499999997,975.394
42.818,86.15318400000001,627.1014
48.6925,91.72907999999998,846.5342
42.7973,83.18299499999998,698.4049
43.3475,87.11022599999998,868.753
39.0616,79.172865,379.2049
36.8879,78.32655899999999,454.7805
42.9718,85.24030499999998,775.5868
37.734,77.76515700000002,440.5523
38.4716,83.74462199999999,425.7595
44.2034,86.600007,678.2142
40.6129,83.733138,635.277
39.9823,79.93701899999996,421.6185
47.1732,93.06500399999999,727.3734
49.2931,91.46942099999998,832.6334
51.5979,95.271552,1010.1423
44.9986,91.69446599999998,854.9907
42.3617,84.494304,693.953
39.9639,80.60264099999998,781.1901
46.3693,89.779626,659.6891
49.0896,90.22014899999999,826.7032
39.8656,81.88331400000001,587.8502
42.1742,84.99129299999998,572.6194
46.1227,87.77544299999997,790.3773
44.6829,88.74268199999997,733.2538
39.8295,80.82819900000001,457.1086
49.8502,89.97067799999998,886.5435
37.7111,81.65255399999998,494.6712
39.6841,84.46124699999999,524.647
41.1607,84.808143,478.7734
44.9951,86.86728,626.976
36.0567,81.47546999999999,422.1814
40.8963,80.68274999999997,618.4556
35.3041,79.60491899999998,483.0353
42.7081,86.93547299999999,570.8422
45.6075,87.89917499999999,933.3996
37.3811,79.98867899999999,466.8756
38.3062,80.03670299999999,400.3062
42.2756,87.88239899999999,634.2762
46.5586,88.71442199999996,709.0411
50.2837,90.80673300000001,934.4778
39.866,84.75714899999997,476.5901
41.7394,86.20425899999996,700.8955
42.0309,88.50764699999998,666.4063
45.1116,88.039548,799.7832
44.0246,84.389139,625.1218
39.1383,82.30134600000002,578.613
47.02,89.240733,777.6347
44.5974,85.14741599999999,791.2864
48.5898,91.62109799999999,768.2472
42.9006,86.971671,643.4825
45.9374,91.41591599999998,876.1816
44.9438,86.87165399999999,789.6461
54.759,95.52761999999998,1210.1698
40.7414,83.534751,596.6322
42.7794,83.57617799999997,601.2305
43.3409,85.085118,673.7606
42.3854,84.75158699999999,599.4252
41.9189,84.65549399999998,583.2662
43.0197,86.076162,695.9323
40.766,82.230921,589.7475
45.6499,88.64114399999998,848.2433
40.0403,83.24517599999999,520.5711
41.6352,84.22844399999997,596.2964
44.783,89.80995599999997,841.8678
49.4305,93.03569099999996,953.3424
47.4085,93.68606699999998,981.6035
45.5603,85.60367999999997,728.0886
41.2453,85.36048199999998,672.0313
38.3524,82.90315799999999,471.0277
38.7408,82.31344199999998,432.3173
47.7898,89.58995100000001,795.2427
38.8731,80.89124400000001,426.1229
42.4804,85.56219899999999,550.8468
43.5438,83.95593299999996,824.5059
40.778,83.68433099999999,554.8568
42.8511,88.70944499999996,842.926
43.153,83.80687499999999,990.2458
49.0477,88.66652399999998,844.8081
40.7847,81.67556699999997,460.4718
40.42,83.48840999999999,618.1828
40.2499,81.474507,688.9143
44.8596,88.82613900000001,895.9177
43.9924,86.227452,668.7936
38.6396,85.60200599999997,685.6743
44.5162,89.59049099999999,550.4986
36.6548,77.78677499999998,418.9748
36.5394,81.86032800000001,409.8895
42.4786,85.87332000000002,480.3618
41.4207,86.73350399999998,709.506
41.899,82.313613,460.4506
51.5969,92.93526,1286.2099
38.0964,82.24321499999996,591.1819
42.3268,84.62157300000001,728.0943
37.1804,77.841207,386.9092
52.9788,100.000116,964.3445
39.2503,80.451504,535.812
39.7697,81.43031699999999,501.6851
46.9055,89.86716900000002,876.9586
38.8805,82.58902199999997,513.6924
39.4036,80.09828999999999,465.578
45.3622,86.42525399999998,538.7788
35.6573,80.396163,306.134
41.7985,84.399876,785.3911
43.149,82.84156199999998,677.7048
39.596,83.66462099999998,638.3803
38.691,80.50533300000001,464.5146
44.4778,87.21608399999997,768.6588
44.3937,87.78888,737.3366
40.643,86.32671300000001,673.6038
44.1337,88.09320599999997,942.786
40.3035,83.97097199999999,491.5993
47.7627,92.49605999999997,937.4894
45.6586,90.42109199999996,1017.7976
41.0436,84.13623899999996,588.2812
47.1037,87.99025499999999,737.5377
46.3926,88.09983899999999,825.7719
44.6708,88.06354200000001,833.6039
39.4369,78.624738,570.4186
44.2823,87.192171,705.0268
44.5957,87.165297,683.376
40.7987,82.20397499999999,590.129
39.4784,82.63278899999999,433.8015
41.4369,85.492584,605.6349
38.6065,81.13220099999997,520.6232
40.4636,83.12726699999999,499.3711
42.7654,86.460138,716.3735
50.0185,95.42797199999998,1084.3427
44.0546,88.20264600000002,805.203
39.5514,84.46339799999998,482.3734
40.9275,85.008285,606.2654
45.3277,88.79180400000001,662.506
44.5102,86.66900999999997,968.907
41.3993,83.853486,467.3534
43.0017,83.16105299999995,596.8346
42.021,85.26878099999999,536.9752
43.5952,91.17838800000001,745.6874
37.3021,79.786764,433.9543
52.5143,92.981214,998.3838
38.5784,80.73269100000002,423.196
38.0034,79.31876399999999,507.5623
45.6462,86.64853499999998,839.8249
42.5975,90.44513099999998,743.7217
39.5085,81.44309699999998,538.3175
36.9562,78.113439,555.6758
48.2775,92.35204199999995,1048.9827
40.6364,85.03676099999998,629.3681
42.1177,84.66415199999999,801.5482
39.8972,83.98543499999997,530.4823
39.0093,83.31932699999999,557.0464
40.8778,82.99954799999999,576.1916
49.4207,92.962638,1168.7032
42.0377,81.74014199999999,689.9356
41.6696,82.9323,615.3752
45.3228,88.79727599999997,908.5316
43.9878,86.28981299999998,829.6988
45.3151,88.71428699999997,930.4274
44.7258,82.47544199999999,952.1879
52.8706,94.85044199999999,1031.8614
45.7329,87.81965999999997,962.2768
41.119,81.960885,621.9251
44.9147,89.85242699999998,676.3414
48.4464,93.33891899999999,963.9427
42.2682,86.41312200000003,685.0861
41.5542,82.54672200000002,444.7026
42.841,86.94864899999999,647.6713
40.7967,82.85049899999999,763.0341
40.6434,84.34808100000001,559.0694
46.3572,89.355312,751.9121
42.5515,84.72020399999998,1009.6079
43.5056,87.13563299999998,678.3317
44.1539,87.19851599999996,1000.657
47.2204,88.633125,657.4185
47.2444,91.03782599999997,834.3015
46.0502,87.88709699999998,639.1577
42.1747,83.08046699999998,576.3107
40.1844,84.53243699999999,543.5437
44.0051,84.71057399999998,824.5598
38.4731,82.49549399999998,516.7099
44.7451,85.82660999999996,613.4406
45.2549,86.53895999999997,1045.3679
42.2458,87.05780999999999,608.7327
44.3477,86.855832,714.4333
43.3575,85.727241,818.8088
37.3435,79.519869,554.8448
39.1788,82.44795599999998,487.7057
46.5427,91.414017,755.5423
41.3621,85.69053899999997,601.4727
41.3274,84.376512,730.1639
43.4689,84.984048,948.3377
44.4454,89.02165499999995,824.4883
41.3326,82.64892599999999,605.5459
38.3922,81.35923500000001,585.4131
39.0258,81.54998999999995,507.0313
43.4616,89.73914400000001,567.2204
43.8905,89.34569099999999,901.8549
40.5026,81.99345599999998,549.7602
44.7896,85.94798399999999,718.8604
40.6432,80.03068199999997,632.0878
46.5197,88.89292799999998,842.6219
41.1223,82.809414,525.8482
44.5335,86.12289899999999,646.9076
40.2365,80.781642,416.8054
40.1364,80.833545,572.2376
34.7042,78.62299199999995,386.8347
44.1086,86.08409099999999,628.1023
41.0303,82.61224199999998,738.7219
55.9007,96.68207699999996,898.0232
38.8949,82.19204099999999,535.4201
42.1384,83.90161799999998,836.9318
39.827,81.42591599999997,443.5855
48.1548,92.074914,751.6474
39.5642,81.38679299999998,610.6509
37.8378,79.26092999999999,496.3355
41.1021,83.96071199999997,689.8097
43.1495,85.12013699999997,673.676
39.6772,84.52777499999999,531.9272
37.6746,80.10176399999996,414.9939
47.9959,90.459081,836.8077
47.4423,90.31950899999998,836.2542
39.4411,84.895893,545.3192
41.3881,86.414751,582.6088
54.1029,97.67096099999998,1146.5332
37.6643,80.69432399999997,410.372
47.1236,89.12677499999998,872.4658
44.3139,89.813097,739.52
39.2409,81.88079400000004,472.9652
38.8249,81.708651,432.6276
40.4162,84.81112200000001,508.4042
41.5715,83.70471599999999,672.804
36.5885,79.25079599999998,379.5233
40.2265,80.876079,435.2523
41.3638,80.78403599999997,440.2183
42.4985,84.402369,569.8185
47.7297,87.91067699999999,887.6758
41.347,83.95812899999999,774.8754
51.5941,95.03906399999998,890.263
41.8932,84.18678299999999,680.166
39.8775,84.73169699999998,548.4862
40.2746,82.25959499999999,506.6225
46.9408,89.96017499999996,755.8063
42.1854,84.98169,553.5828
46.788,92.36500199999996,1136.1216
44.8757,87.2604,611.5685
37.9505,79.30695600000001,470.2955
37.3823,79.27655399999998,531.6163
42.7615,86.01817500000001,719.22
39.8083,84.345417,532.5872
42.4319,83.050884,602.4263
43.9335,89.03034,682.3674
49.1747,91.10908799999999,942.2816
37.1895,78.545187,500.0359
42.3418,84.23145,616.9959
47.0911,90.69298199999997,887.7766
53.3786,95.860062,978.024
45.5898,91.17889199999996,742.7849
49.7389,94.06776599999999,985.9274
56.6965,99.03846599999999,1139.7539
41.5452,85.55465699999999,635.5221
39.699,86.833944,610.2783
34.2675,74.017719,309.6314
46.8382,89.87439599999999,1061.971
42.8013,83.91097799999996,574.5308
41.093,81.96737400000004,641.3874
37.7868,82.01957399999998,387.5298
47.3328,91.88753399999999,769.1816
47.1576,89.51215499999998,745.0951
41.1685,82.117053,406.326
39.9944,81.166635,472.6364
52.5565,93.89464199999995,1026.9887
52.8661,97.276473,1316.3462
44.1616,86.85050399999999,691.9555
42.7685,87.25211100000001,696.2912
38.8604,79.78663799999998,512.3167
38.5084,79.65727199999998,377.8557
46.407,92.162475,736.6238
41.8939,88.16135399999999,478.8275
47.0616,91.34918099999999,845.532
44.0805,86.65083000000001,577.231
41.3606,83.22776099999999,514.2919
47.1327,88.02688499999996,891.2673
37.5081,81.900612,373.5033
41.957,83.870955,647.2732
43.8629,85.32633599999997,782.7866
40.766,85.20750899999999,731.2084
49.5936,93.47294699999998,908.2031
48.0363,92.81876399999999,894.5447
40.5874,83.25666899999999,544.4532
45.0124,86.39182799999999,627.9245
39.0946,80.61682499999999,671.1814
41.3096,81.21591,476.362
37.517,79.822305,484.621
39.4896,84.544749,503.5866
46.0367,94.35000599999998,829.534
41.853,86.64119099999996,637.1625
45.5826,86.97798899999998,688.4608
34.6882,78.10695899999997,371.4899
41.2259,87.34250699999997,734.2086
43.0059,80.99103599999998,486.7252
38.0993,83.28343499999997,533.4855
41.2966,82.126395,656.9311
35.3111,75.61516499999999,406.8244
38.055,80.463888,425.7168
47.8378,88.70189399999998,657.3195
37.967,81.994563,460.6263
45.2452,87.87701699999998,683.882
39.5601,82.00558800000002,711.1039
38.4942,79.42198499999998,557.6011
51.5867,92.68235099999998,1009.9436
38.541,81.45856799999999,561.0299
45.1335,87.95914199999999,629.6803
50.7722,91.94476499999998,836.3528
43.6935,88.45032599999996,603.4204
37.6568,80.900199,468.6767
42.5729,85.826484,726.7461
50.7185,93.66847199999998,1271.427
40.2286,84.65775299999996,523.6514
42.3678,86.80059900000003,699.7741
42.3195,84.25147499999999,665.1282
41.6994,82.21456800000001,902.049
43.3544,87.70927499999999,545.6014
37.7259,82.749897,469.7218
38.7737,79.87060799999998,425.3076
39.615,83.80241100000002,483.64
41.5181,83.704608,651.5569
35.7075,77.075388,332.387
50.1308,96.74906399999998,814.6476
47.4486,94.501458,855.1939
39.6709,82.135602,474.3794
46.6553,88.67573999999998,859.8615
49.8397,93.51567,937.6374
42.5291,89.48754899999997,672.1009
42.8621,83.84363099999999,532.7081
41.1022,84.45668399999998,743.7856
44.4945,87.930306,710.279
48.5961,89.75874599999997,708.0298
42.8483,84.24698399999997,797.6284
42.9733,86.74355699999998,544.5319
39.932,84.95740799999999,685.2659
43.3699,85.06982699999999,885.3095
41.9244,83.25468899999998,697.9421
45.0015,84.43218599999997,784.1341
50.5031,92.57899499999999,820.0682
46.3412,88.73681399999998,734.431
46.1957,88.71659100000002,741.9788
41.6046,84.100788,773.4853
36.1932,78.90984899999995,518.6082
39.2554,78.917256,542.6011
41.4504,83.13977699999998,691.5846
41.9407,86.006592,621.6315
43.7528,88.897356,487.9335
43.2609,84.754404,808.2019
52.3634,96.45006599999999,857.0788
46.5052,86.79072599999998,894.4563
41.8697,83.50766999999998,488.6053
54.2742,93.98273399999997,1129.4497
42.5884,83.673198,642.3539
44.6867,85.460823,727.9624
52.4749,93.33795599999998,1010.1503
43.7211,87.59404799999999,797.4265
46.284,90.163584,726.0524
43.2426,89.85681,683.4642
44.5865,86.62104000000002,896.5097
39.7017,82.45775700000002,665.9908
40.8924,83.07862200000001,484.7157
39.5287,79.42080599999997,632.9998
49.2789,89.57800799999998,996.3468
45.2605,86.04828,707.4902
42.8046,84.57150599999999,644.4004
41.3439,85.83364799999997,748.6262
44.1995,90.19079100000002,738.1958
38.6141,81.58980599999995,487.2641
43.3823,84.691458,572.4027
41.5849,84.597732,747.5387
41.5645,84.40262999999997,658.7305
39.3247,78.012405,445.9742
38.1447,79.25347799999997,645.7456
42.6622,81.99017999999998,621.4525
41.1469,84.41640000000001,634.6263
43.4484,86.13855900000001,716.5591
40.2628,83.78198099999997,571.994
43.5701,86.66353799999999,540.2242
